smiles,D_smiles,A_smiles,D_HOMO,D_LUMO,A_HOMO,A_LUMO,D_A_H,D_A_L,initial,ground,change,overlap,distance,3d_overlap,3d_distance,3d_HOMO(a.u.),3d_LUMO(a.u.),3d_HOMO,3d_LUMO,HOMO,LUMO,AIE
C1(/C(C2=CC=CC=C2)=C/N3C(C=CC=C4)=C4SC5=C3C=CC=C5)=CC=CC=C1,C1(NC(C=CC=C2)=C2S3)=C3C=CC=C1,C1(CC2=CC=CC=C2)=CC=CC=C1,-4.680892053,-0.454701234,-6.295612053,-0.074559029,1.61472,-0.380142204,507,510,3,0.44800467,3.498936,0.725322002,1.360414,-0.167577,-0.04611,-4.560004778,-1.254717654,-4.928800882,-1.105054954,1
FC(C(C=C1)=CC2=C1SC(C=CC=C3)=C3N2/C=C(C4=CC=CC=C4)/C5=CC=CC=C5)(F)F,FC(F)(F)C1=CC2=C(SC3=C(N2)C=CC=C3)C=C1,C1(CC2=CC=CC=C2)=CC=CC=C1,-5.30947365,-0.95239636,-6.295612053,-0.074559029,0.986138402,-0.877837331,475,479,4,0.421441979,3.563685,0.737424905,1.111458,-0.174774,-0.051724,-4.755845224,-1.407482454,-5.181866902,-1.248459032,1
CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=CC(C6=CC=CC=C6O5)=O,CC(C)(C1=C(N2)C=CC=C1)C3=C2C=CC=C3,O=C1C=COC2=CC=CC=C12,-4.891779818,-0.080273407,-6.577249262,-1.514582326,1.685469444,1.434308918,513,514,1,0.106021923,6.737034,0.50975287,4.873433,-0.189064,-0.068356,-5.14469613,-1.860062458,-5.029428639,-1.993860912,1
C12=CC=CC=C1C=C3C(C=CC=C3)=C2C4=NC(C5=CC=CC=C5)=C(C6=CC=CC=C6)N4,C12=CC=CC=C1C=C3C(C=CC=C3)=C2,C(N=CN1)(C2=CC=CC=C2)=C1C3=CC=CC=C3,-5.239268433,-1.648462042,-5.392740303,-0.830489626,0.153471871,-0.817972417,474,497,23,0.752272848,2.093484,0.801035547,1.681615,-0.170878,-0.072302,-4.649829609,-1.967438643,-5.087116807,-1.829340788,0
N#CC(C=C1)=CC=C1C2=NN3C(C4=CC=C(N5CCCCC5)C=C4)=CC=NC3=N2,C1(N2CCCCC2)=CC=CC=C1,N#CC1=CC=C(C2=NN3C=CC=NC3=N2)C=C1,-4.96987632,0.270208453,-6.788137027,-2.297724247,1.818260708,2.5679327,567,518,49,0.511737966,4.390333,0.558244506,4.002186,-0.199955,-0.067194,-5.441055487,-1.828442812,-5.566663309,-2.044147579,0
FC(C1=CC(C2=NN3C(C4=CC=CC=C4)=CC=NC3=N2)=CC(C(F)(F)F)=C1)(F)F,C1=CC=CC=C1,FC(F)(F)C1=CC(C2=NN3C=CC=NC3=N2)=CC(C(F)(F)F)=C1,-6.71793181,0.071565784,-7.021610192,-2.250376542,0.303678382,2.321942326,407,397,10,0.715086204,0.407126,0.734471272,0.166339,-0.243862,-0.084434,-6.635826427,-2.297567348,-6.834958447,-2.335554119,0
CC(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,CC1=CC=CC=C1,FC(F)(F)C1=CC(C2=NN3C=CC=NC3=N2)=CC(C(F)(F)F)=C1,-6.411804408,0.122178847,-7.021610192,-2.250376542,0.609805784,2.372555389,404,396,8,0.700908093,0.989816,0.733771839,0.148638,-0.238975,-0.081226,-6.502844315,-2.210273176,-6.675499667,-2.268886198,0
CN(C1=CC=C(C2=NN3C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC=NC3=N2)C=C1)C,CN(C1=CC=CC=C1)C,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC=NN23)=C1,-5.024026855,0.34041367,-7.076032841,-2.603579535,2.052005986,2.943993205,539,588,49,0.331805951,6.521536,0.374889652,6.066317,-0.188464,-0.081097,-5.12836929,-2.206762906,-5.15710377,-2.335009891,0
FC(C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC(C4=CC=CC=C4)=NN23)=C1)(F)F,C1=CC=CC=C1,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC=NN23)=C1,-6.71793181,0.071565784,-7.076032841,-2.603579535,0.358101031,2.675145319,409,419,10,0.437072585,4.492642,0.465081585,4.14764,-0.242431,-0.091945,-6.596886913,-2.501952173,-6.475223792,-2.553789515,0
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(Cl)C=C4)=CC=NC3=N2,CN(C1=CC=CC=C1)C,ClC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,-5.024026855,0.34041367,-6.675482144,-2.248743862,1.651455288,2.589157533,522,565,43,0.346710706,6.39262,0.380088476,5.982308,-0.185602,-0.070288,-5.050490263,-1.912634883,-5.078190722,-1.995139555,0
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C#N)C=C4)=NN23,CN(C1=CC=CC=C1)C,N#CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,-5.024026855,0.34041367,-6.788137027,-2.297724247,1.764110172,2.638137917,584,523,61,0.514171116,4.230363,0.576151547,3.688975,-0.20486,-0.069166,-5.574527404,-1.882103692,-5.643371416,-2.036500877,0
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,CN(C1=CC=CC=C1)C,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=NN3C=CC=NC3=N2)=C1,-5.024026855,0.34041367,-7.021610192,-2.250376542,1.997583337,2.590790212,620,563,56,0.543425952,3.734271,0.633675638,2.680064,-0.203479,-0.063337,-5.536948461,-1.723488442,-5.630309946,-1.980445401,0
CC(C=C1)=CC=C1C2=NN3C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC=NC3=N2,CC1=CC=CC=C1,FC(F)(F)C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC=NN23)=C1,-6.411804408,0.122178847,-7.076032841,-2.603579535,0.664228433,2.725758382,414,430,16,0.415681467,4.878573,0.445054766,4.521968,-0.235062,-0.090455,-6.396366107,-2.461407187,-6.264335473,-2.514060876,0
COC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1/C=C(C#N)/C(O)=O,COC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,N#CCC(O)=O,-4.911371972,-0.25823547,-8.303535693,-0.500688372,3.392163721,0.242452902,617,560,57,0.646282607,2.80132,0.595770318,3.562921,-0.200575,-0.092636,-5.457926555,-2.52075525,-5.390006901,-2.109291671,0
N#C/C(C#N)=C/C(C=C1)=CC=C1N(C2=CC=C(OC)C=C2)C3=CC=CC=C3,COC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,N#CCC#N,-4.911371972,-0.25823547,-8.471973792,-9.502738766,3.56060182,9.244503296,581,565,16,0.59301072,3.672453,0.585974711,3.904038,-0.196665,-0.095719,-5.351529981,-2.604647997,-5.47395407,-2.420154705,0
O=C(/C(C#N)=C/C(C(OC)=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=CC=C3)OCC,COC1=CC(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C1,O=C(OCC)CC#N,-4.911371972,-0.25823547,-7.915502204,-0.263949848,3.004130233,0.005714378,533,504,29,0.640145034,3.004364,0.632313223,3.110794,-0.196962,-0.083752,-5.359611767,-2.279009173,-5.312944216,-1.940118397,0
CN(C)C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)C(C(C4=CC=CC=C4)=O)=N2,CN(C1=CC=CC=C1)C,O=C(C1=CC=CC=C1)C2=NNN=C2C3=CC=CC=C3,-5.024026855,0.34041367,-6.427586977,-1.776899494,1.403560121,2.117313165,504,514,10,0.28452621,6.78067,0.384354164,5.803771,-0.185379,-0.057913,-5.044422121,-1.575893808,-5.124532482,-1.627922005,1
O=C(C1=CC=C(Br)C=C1)C2=NN(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)N=C2C6=CC=CC=C6,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(C1=NNN=C1C2=CC=CC=C2)C3=CC=C(C=C3)Br,-4.955998544,-0.323542649,-6.540513974,-2.010100546,1.58451543,1.686557897,478,499,21,0.229953633,8.686784,0.303929891,8.074911,-0.184524,-0.072845,-5.021156374,-1.982214433,-5.10777026,-1.959656182,1
O=C(C1=CC=C(F)C=C1)C2=NN(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)N=C2C6=CC=CC=C6,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(C1=NNN=C1C2=CC=CC=C2)C3=CC=C(C=C3)F,-4.955998544,-0.323542649,-6.495887401,-1.902615814,1.539888857,1.579073165,464,487,23,0.254879984,8.383404,0.329009917,7.769242,-0.183678,-0.066433,-4.998135529,-1.807734936,-5.08619162,-1.788006671,1
O=C(C1=CC=CC=C1)C2=NN(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)N=C2C6=CC=CC=C6,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C(C1=NNN=C1C2=CC=CC=C2)C3=CC=CC=C3,-4.955998544,-0.323542649,-6.427586977,-1.776899494,1.471588433,1.453356845,457,492,35,0.250263323,8.412929,0.325836028,7.782465,-0.182542,-0.065383,-4.967223379,-1.779162966,-5.055061778,-1.74950254,0
COC(C=C1)=CC=C1N(C2=CC=C(C=O)C=C2)C3=CC=CC=C3,COC1=CC=C(NC2=CC=CC=C2)C=C1,O=CC1=CC=CC=C1,-4.834104499,-0.067212148,-6.944348259,-1.72683519,2.11024376,1.659623042,457,502,45,0.598573851,3.336799,0.585824066,3.399833,-0.186632,-0.054489,-5.078518005,-1.482721975,-5.175009629,-1.384597666,1
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-4.955998544,-0.323542649,-6.38758633,-2.465618119,1.431587786,2.14207547,614,648,34,0.571545435,4.898065,0.638562858,4.075745,-0.182917,-0.101539,-4.977427654,-2.763018345,-5.072803611,-2.480564013,1
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=C(N5N=CC=C5)C=C4)C=C1,C1(N2N=CC=C2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-6.096438919,-0.61824269,-6.38758633,-2.465618119,0.29114741,1.847375429,503,506,3,0.741027415,1.891361,0.764310958,1.324995,-0.203789,-0.108455,-5.545383995,-2.951212387,-5.700761089,-2.677057532,0
CC1=CC=C(C=C1)C(C(O/C2=C\C3=CC=C(C=C3)N4CCCC4)=O)=C2C5=CC=C(C#N)C=C5,C1(N2CCCC2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-4.856132983,0.407897755,-6.38758633,-2.465618119,1.531453347,2.873515875,629,633,4,0.633619383,3.309194,0.705841412,2.119739,-0.17886,-0.08976,-4.867031004,-2.442495264,-4.985727131,-2.279798303,1
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=C(N5CCN(C)CC5)C=C4)C=C1,CN(CC1)CCN1C2=CC=CC=C2,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-5.251525384,0.196738321,-6.38758633,-2.465618119,1.136060945,2.66235644,592,595,3,0.645654726,3.269178,0.70476222,2.188658,-0.178134,-0.089557,-4.847275528,-2.43697135,-5.173567425,-2.388643903,0
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=C(N5CCOCC5)C=C4)C=C1,C1(N2CCOCC2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-5.375597169,0.099865561,-6.38758633,-2.465618119,1.011989161,2.56548368,603,604,1,0.655776142,3.142395,0.70210081,2.133706,-0.182443,-0.092754,-4.96452945,-2.523966196,-5.264834461,-2.442903435,0
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=C(N(C)C)C=C4)C=C1,CN(C)C1=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-5.024026855,0.34041367,-6.38758633,-2.465618119,1.363559474,2.80603179,624,626,2,0.639727418,3.231187,0.707690645,2.074527,-0.180728,-0.091037,-4.917861899,-2.477244222,-5.05489851,-2.314220724,0
CC1=CC=C(C(C(O/2)=O)=C(C3=CC=C(C=C3)C#N)C2=C\C4=CC=CC=C4N5CCOCC5)C=C1,C1(N2CCOCC2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-5.375597169,0.099865561,-6.38758633,-2.465618119,1.011989161,2.56548368,586,586,0,0.463058061,3.650903,0.663226628,2.07976,-0.186195,-0.098323,-5.066626623,-2.675506482,-5.254358072,-2.539748808,1
O=C(O/C1=C\C2=CC=CC=C2N3CCOCC3)C(C4=CC=C(OC)C=C4)=C1C5=CC=C(S(=O)(C)=O)C=C5,C1(N2CCOCC2)=CC=CC=C1,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-5.375597169,0.099865561,-6.028396845,-2.27785998,0.652799676,2.377725541,550,585,35,0.505307378,3.165812,0.670507275,1.868123,-0.186508,-0.100488,-5.075143791,-2.734419163,-5.171417724,-2.407610249,1
O=C(C(C1=CC=C(C=C1)OC)=C/2C3=CC=C(C=C3)S(=O)(C)=O)OC2=C/C4=CC=CC=C4N5CCCC5,C1(N2CCCC2)=CC=CC=C1,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-4.856132983,0.407897755,-6.028396845,-2.27785998,1.172263862,2.685757735,588,589,1,0.492287421,2.81868,0.67671501,0.940485,-0.18679,-0.10148,-5.082817406,-2.761412872,-5.363475786,-2.337377626,1
O=C(C(C1=CC=C(C=C1)OC)=C/2C3=CC=C(C=C3)S(=O)(C)=O)OC2=C/C4=CC=C(N5CCCC5)C=C4,C1(N2CCCC2)=CC=CC=C1,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-4.856132983,0.407897755,-6.028396845,-2.27785998,1.172263862,2.685757735,688,690,2,0.664121879,2.41598,0.723466625,1.324066,-0.179126,-0.094567,-4.874269236,-2.573300464,-5.077157435,-2.221348216,0
O=C(C(C1=CC=C(C=C1)OC)=C/2C3=CC=C(C=C3)S(=O)(C)=O)OC2=C/C4=CC=C(N5CCOCC5)C=C4,C1(N2CCOCC2)=CC=CC=C1,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-5.375597169,0.099865561,-6.028396845,-2.27785998,0.652799676,2.377725541,684,686,2,0.691951518,1.868903,0.725747825,1.304854,-0.182043,-0.096472,-4.95364489,-2.625138181,-5.364863567,-2.379609719,0
O=C(C(C1=CC=C(C=C1)OC)=C/2C3=CC=C(C=C3)S(=O)(C)=O)OC2=C/C4=CC=C(N5CCN(C)CC5)C=C4,CN(CC1)CCN1C2=CC=CC=C2,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-5.251525384,0.196738321,-6.028396845,-2.27785998,0.776871461,2.474598301,616,617,1,0.676989869,2.160335,0.73005894,1.452828,-0.182055,-0.091379,-4.953971427,-2.486550521,-5.307257033,-2.326901237,1
O=C(C(C1=CC=C(C=C1)OC)=C/2C3=CC=C(C=C3)S(=O)(C)=O)OC2=C/C4=CC=C(N(C)C)C=C4,CN(C)C1=CC=CC=C1,O=C1OCC(C2=CC=C(C=C2)S(=O)(C)=O)=C1C3=CC=C(C=C3)OC,-5.024026855,0.34041367,-6.028396845,-2.27785998,1.00436999,2.61827365,622,625,3,0.673634692,2.226739,0.736227013,1.393211,-0.183186,-0.091432,-4.98474752,-2.487992725,-5.172778294,-2.259498599,0
O=C(O/C1=C\C2=CC=CC=C2N3CCCCC3)C(C4=CC=C(C)C=C4)=C1C5=CC=C(C#N)C=C5,C1(N2CCCCC2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-4.96987632,0.270208453,-6.38758633,-2.465618119,1.41771001,2.735826572,560,610,50,0.473053222,3.611357,0.663728952,2.08375,-0.182916,-0.095583,-4.977400442,-2.600947246,-5.131825137,-2.475638749,1
O=C(C(C1=CC=C(C=C1)C)=C/2C3=CC=C(C=C3)C#N)OC2=C/C4=CC=C(N5CCCCC5)C=C4,C1(N2CCCCC2)=CC=CC=C1,CC1=CC=C(C2=C(C3=CC=C(C=C3)C#N)COC2=O)C=C1,-4.96987632,0.270208453,-6.38758633,-2.465618119,1.41771001,2.735826572,606,652,46,0.61018665,3.25737,0.716957939,1.571665,-0.177365,-0.093581,-4.826349961,-2.546470023,-5.128505347,-2.347609112,0
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC)C4=CC=CC=C4S3,CCN(C1=CC=CC=C1S2)C3=C2C=CC=C3,O=C(N)C1=CC=NC=C1,-4.866201173,-0.417693832,-7.013991021,-1.560841577,2.147789848,1.143147745,480,535,55,0.495630238,4.791906,0.358150018,6.29672,-0.176521,-0.065198,-4.803383539,-1.774128857,-5.109729481,-1.714916851,1
CN1C2=CC=CC=C2C3=NC4=CC(N5C6=CC=CC=C6C7=CC=CC=C57)=CC=C4N=C13,C12=CC=CC=C1C3=CC=CC=C3N2,CN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C13,-5.458878152,-0.663958062,-5.671943382,-1.888198768,0.213065231,1.224240706,510,514,4,0.399227689,5.402506,0.613337505,3.268397,-0.190206,-0.06499,-5.175771548,-1.768468886,-5.259555449,-2.091794741,1
CN1C2=CC=CC=C2C3=NC4=CC(N5C6=CC=CC=C6C7=CC=CC=C57)=CN=C4N=C13,C12=CC=CC=C1C3=CC=CC=C3N2,CN1C2=CC=CC=C2C3=NC4=CC=CN=C4N=C13,-5.458878152,-0.663958062,-5.910587325,-2.125754256,0.451709174,1.461796193,539,542,3,0.39151368,5.292635,0.593516749,3.360539,-0.197224,-0.073122,-5.366741154,-1.989751991,-5.394932164,-2.305594711,0
O=C1C=C(OC2=CC=CC=C12)C3=CC=C(C=C3)N4C5=CC=CC=C5OC6=CC=CC=C46,C12=CC=CC=C1OC3=CC=CC=C3N2,O=C1C=COC2=CC=CC=C12,-4.691516784,-0.244902564,-6.577266527,-1.514586301,1.885749743,1.269683737,562,569,7,0.140311916,6.845702,0.484313823,5.217329,-0.18056,-0.069205,-4.913290384,-1.883164937,-4.795056851,-2.054950505,1
O=C1C=C(OC2=CC=CC=C12)C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=CC=C1,O=C1C=COC2=CC=CC=C12,-4.956011553,-0.323543498,-6.577266527,-1.514586301,1.621254974,1.191042803,455,459,4,0.550309546,4.667152,0.590878813,4.103281,-0.18874,-0.064253,-5.135879636,-1.748414084,-5.242221787,-1.667269689,0
OC1=CC=C(OC)C=C1/C=N/C(C=C2)=CC=C2C(O)=O,OC1=CC=C(C=C1)OC,OC(C1=CC=CC=C1)=O,-5.362005582,-0.007891305,-7.093738823,-1.313766199,1.731733241,1.305874894,591,593,2,0.618715908,2.983933,0.656801197,2.520444,-0.213911,-0.086062,-5.820817785,-2.341867507,-5.574581827,-2.107767833,1
OC1=CC=C(OC)C=C1/C=N/C2=CC=CC(C(O)=O)=C2,OC1=CC=C(C=C1)OC,OC(C1=CC=CC=C1)=O,-5.362005582,-0.007891305,-7.093738823,-1.313766199,1.731733241,1.305874894,567,562,5,0.652437062,2.175615,0.685659703,1.784305,-0.209896,-0.073619,-5.711564014,-2.003276057,-5.512458201,-1.887763664,1
OC1=C(OC)C=CC=C1/C=N/C(C=C2)=CC=C2C(O)=O,OC1=C(C=CC=C1)OC,OC(C1=CC=CC=C1)=O,-5.459150266,-0.317284877,-7.093738823,-1.313766199,1.634588558,0.996481322,581,582,1,0.540391934,3.572758,0.582083682,3.15028,-0.2173,-0.084264,-5.91303722,-2.29294141,-5.655263628,-2.03307254,1
OC1=C(OC)C=CC=C1/C=N/C2=CC=CC(C(O)=O)=C2,OC1=C(C=CC=C1)OC,OC(C1=CC=CC=C1)=O,-5.459150266,-0.317284877,-7.093738823,-1.313766199,1.634588558,0.996481322,568,571,3,0.580726948,2.737998,0.62129199,2.329595,-0.213689,-0.07158,-5.814776855,-1.947792012,-5.598119688,-1.801122566,1
OC1=CC(OC)=CC=C1/C=N/C(C=C2)=CC=C2C(O)=O,OC1=CC(OC)=CC=C1,OC(C1=CC=CC=C1)=O,-5.788952385,0.191568228,-7.093738823,-1.313766199,1.304786438,1.505334427,534,533,1,0.688513521,1.830411,0.760390561,0.853483,-0.219999,-0.080904,-5.986480789,-2.201511106,-5.88873744,-1.95222747,1
OC1=CC(OC)=CC=C1/C=N/C2=CC=CC(C(O)=O)=C2,OC1=CC(OC)=CC=C1,OC(C1=CC=CC=C1)=O,-5.788952385,0.191568228,-7.093738823,-1.313766199,1.304786438,1.505334427,538,543,5,0.707118789,1.112695,0.778217159,0.304514,-0.215609,-0.067973,-5.867022743,-1.849640492,-5.824083153,-1.707352082,1
N#C/C(C#N)=C\C1=CC=C(C=C1)/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4,C1(/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4)=CC=CC=C1,N#CCC#N,-5.328263451,-1.217982085,-8.471996031,-9.502763711,3.14373258,8.284781626,564,565,1,0.519594373,4.635797,0.768316869,2.130309,-0.192243,-0.110842,-5.23120117,-3.016165999,-5.76492557,-2.808298114,1
COC1=CC=C(C=C1)C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)/C=C(C#N)\C#N)C4=CC=CC=C4,COC1=CC=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=CC=CC=C4)C=C1,N#CCC#N,-5.116014562,-1.129545048,-8.471996031,-9.502763711,3.355981469,8.373218663,603,608,5,0.479299207,5.658482,0.757108614,2.324633,-0.187597,-0.108147,-5.104777006,-2.942831276,-5.532839539,-2.750501101,1
N#C/C(C#N)=C\C1=CC=C(C=C1)/C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)OC)/C4=CC=C(C=C4)OC,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4,N#CCC#N,-4.96880091,-1.035937846,-8.471996031,-9.502763711,3.503195121,8.466825865,628,631,3,0.487072405,5.026882,0.749204353,2.164197,-0.183487,-0.104505,-4.992938152,-2.843727357,-5.375476013,-2.707398243,1
COC1=CC=C(C=C1)/C(C2=CC=C(C=C2)/C=C(C#N)\C#N)=C(C3=CC=C(C=C3)OC)/C4=CC=C(C=C4)OC,COC1=CC=C(/C(C2=CC=CC=C2)=C(C3=CC=C(OC)C=C3)/C4=CC=C(OC)C=C4)C=C1,N#CCC#N,-4.814784408,-0.948861379,-8.471996031,-9.502763711,3.657211622,8.553902333,645,643,2,0.463217513,5.135671,0.731656197,2.553967,-0.178573,-0.10289,-4.859221332,-2.799780946,-5.220534301,-2.675941865,1
N#C/C(C#N)=C\C1=CC=CC(/C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)OC)/C4=CC=C(C=C4)OC)=C1,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4,N#CCC#N,-4.96880091,-1.035937846,-8.471996031,-9.502763711,3.503195121,8.466825865,595,599,4,0.266439091,5.561215,0.315180338,4.849712,-0.179512,-0.099432,-4.884772837,-2.705683925,-5.36317646,-2.676676572,1
CN1C2=CC=C(C)C=C2C3=NC4=CC(C(C5=CC=CC=C5)=O)=CC=C4N=C13,CN1C2=CC=C(C=C2C3=NC4=CC=CC=C4N=C13)C,O=CC1=CC=CC=C1,-5.556567063,-1.846565333,-6.944348259,-1.72683519,1.387781196,-0.119730142,537,536,1,0.683242183,2.022717,0.677577845,2.543831,-0.21076,-0.073847,-5.735074664,-2.009480256,-5.764816724,-2.11976806,1
CN1C2=CC=C(Br)C=C2C3=NC4=CC(C(C5=CC=CC=C5)=O)=CC=C4N=C13,CN1C2=CC=C(C=C2C3=NC4=CC=CC=C4N=C13)Br,O=CC1=CC=CC=C1,-5.781333194,-2.025344204,-6.944348259,-1.72683519,1.163015065,-0.298509014,614,616,2,0.671733068,1.935603,0.683237144,2.27607,-0.218051,-0.08148,-5.933472981,-2.217184872,-5.967405597,-2.34600364,0
